InvoiceNo,Quantity,UnitPrice,CustomerID,TotalPrice,Year,Month,Day,Weekday,Cluster
7361,19,205.75719804127425,1031,3909.38676278421,2010,1,6,1,3
6693,59,33.014773109552564,1049,1947.8716134636013,2012,2,20,3,3
6788,55,435.982746537753,1084,23979.051059576414,2011,6,2,6,3
1201,30,257.3237213161261,1008,7719.711639483784,2011,11,10,4,3
7160,79,294.4637123123767,1049,23262.63327267776,2012,6,11,3,3
1517,36,186.27159246029376,1000,6705.777328570575,2010,11,11,4,3
8737,55,335.247779547402,1003,18438.627875107108,2012,5,3,5,3
2988,44,216.45908618966436,1003,9524.19979234523,2012,11,11,6,3
4802,27,380.8955734950832,1089,10284.180484367247,2011,5,8,6,3
6808,77,410.8796696141882,1033,31637.73456029249,2011,9,17,6,3
8162,78,336.25270683137484,1026,26227.71113284724,2010,11,27,4,3
7241,54,246.17647396794104,1014,13293.529594268815,2010,7,26,6,3
9399,48,391.3524059505117,1031,18784.91548562456,2012,6,22,1,3
6633,30,247.6483703910197,1040,7429.451111730591,2012,11,25,2,3
6755,39,56.64344228041481,1070,2209.094248936178,2012,7,1,3,3
7309,13,59.05377139880899,1060,767.6990281845169,2012,3,16,1,3
5117,16,474.3429866768676,1062,7589.487786829882,2011,7,20,4,3
9345,44,107.56794122048018,1060,4732.989413701128,2010,3,7,4,3
2518,71,408.1465705199662,1013,28978.4065069176,2010,8,22,6,3
7163,27,124.10599823023924,1022,3350.8619522164595,2010,10,22,0,3
3600,45,215.95926683455136,1064,9718.167007554812,2010,10,25,0,3
3195,35,327.8191079369739,1031,11473.668777794088,2011,9,8,3,3
4554,79,80.27471927505616,1040,6341.702822729437,2012,3,13,2,3
3849,28,368.8859976935749,1025,10328.807935420096,2010,7,5,0,3
2742,99,345.2665733057126,1047,34181.390757265544,2010,8,27,5,3
2306,7,271.9983616637857,1072,1903.9885316465,2012,3,28,6,3
4849,62,283.37898826517375,1015,17569.49727244077,2011,6,27,5,3
8519,51,53.7801249672736,1030,2742.7863733309537,2011,7,18,4,3
5195,46,218.538626067126,1065,10052.776799087796,2010,4,12,6,3
6178,20,44.19912628345468,1031,883.9825256690935,2010,6,16,1,3
3555,96,154.6237822257218,1009,14843.883093669294,2010,7,3,2,3
3305,38,450.2557584042261,1024,17109.718819360594,2011,12,12,3,3
8619,61,287.69216687684127,1081,17549.22217948732,2010,7,26,1,3
3642,32,371.6090156381881,1097,11891.48850042202,2012,11,19,3,3
7409,26,287.36904782057024,1092,7471.595243334827,2011,1,20,1,3
5757,58,97.9241422453179,1044,5679.600250228438,2011,2,18,6,3
3994,39,297.8093495741658,1023,11614.564633392469,2012,11,8,1,3
9751,20,377.93865057545696,1002,7558.773011509139,2012,11,24,2,3
2271,82,70.06409643064673,1061,5745.255907313032,2011,1,13,3,3
2813,50,408.6364483371978,1078,20431.82241685989,2010,9,28,0,3
9801,79,278.1406973101696,1066,21973.1150875034,2011,12,8,1,3
3461,52,3.133325882221869,1054,162.9329458755372,2010,7,10,5,3
5120,86,260.3694646826505,1094,22391.773962707943,2012,11,14,1,3
7124,22,198.440074576278,1009,4365.681640678115,2010,7,15,5,3
9475,53,148.92680913370378,1054,7893.120884086301,2012,3,21,0,3
5396,85,385.85735273901975,1021,32797.87498281668,2010,5,15,2,3
1816,66,449.8504419457666,1013,29690.129168420597,2010,2,26,2,3
8304,43,381.56389158321,1072,16407.247338078032,2012,5,6,2,3
8331,82,423.5395182138457,1081,34730.24049353535,2010,8,14,4,3
1082,23,454.4816906623754,1007,10453.078885234634,2011,10,6,4,3
2920,77,456.4020263768624,1014,35142.9560310184,2010,3,23,2,3
8817,64,58.204433355381965,1014,3725.083734744446,2011,4,1,2,3
3093,9,228.7363589546936,1051,2058.627230592242,2012,8,10,0,3
8071,7,1.142950722062238,1069,8.000655054435665,2010,2,19,4,3
8967,41,253.7248297671326,1053,10402.718020452436,2010,1,11,5,3
9367,54,462.1977232375516,1075,24958.677054827785,2011,3,3,6,3
6285,65,100.35204290868852,1041,6522.882789064754,2011,2,27,6,3
5937,2,320.25352775452325,1018,640.5070555090465,2012,10,23,3,3
1369,4,322.54514416252897,1039,1290.180576650116,2011,2,6,2,3
2818,78,81.01663835919871,1068,6319.297792017499,2011,4,9,2,3
3101,32,120.02519221941272,1026,3840.806151021207,2011,6,25,2,3
4490,2,231.5488701961603,1073,463.0977403923206,2010,10,9,1,3
2779,64,94.91647885071838,1042,6074.654646445976,2010,10,4,4,3
8674,14,292.91199528373005,1051,4100.767933972221,2010,5,3,3,3
2364,20,242.78632378011227,1045,4855.726475602245,2010,4,20,1,3
8294,89,260.0798910776742,1013,23147.110305913,2010,8,19,1,3
4676,49,68.09930885745706,1063,3336.866134015396,2011,11,23,6,3
3426,8,259.1086608938831,1060,2072.869287151065,2011,5,11,3,3
9264,92,25.68961733601552,1097,2363.444794913428,2010,2,19,3,3
9089,63,440.8861137078291,1057,27775.82516359324,2010,4,17,3,3
3962,46,172.28159571199063,1048,7924.953402751569,2012,7,8,3,3
1859,21,428.3123250930181,1078,8994.558826953378,2012,4,6,5,3
5138,87,351.1265280036771,1028,30548.007936319907,2011,6,5,3,3
3424,32,383.3201220592933,1025,12266.243905897389,2012,2,8,5,3
5017,8,157.95770277492244,1026,1263.6616221993795,2011,9,27,2,3
9560,95,114.64422597719351,1066,10891.201467833384,2012,4,8,5,3
9342,16,203.9635363667163,1066,3263.416581867461,2010,1,3,5,3
2134,40,13.08870534398687,1034,523.5482137594748,2010,3,19,3,3
6166,27,459.4590827573064,1059,12405.395234447273,2011,7,16,3,3
6119,18,194.12011871709612,1060,3494.1621369077307,2011,10,10,4,3
6694,35,494.2897458169389,1098,17300.14110359286,2011,9,23,2,3
7136,52,380.963260982899,1069,19810.089571110748,2011,6,3,6,3
6485,15,41.176989889855925,1077,617.6548483478389,2012,4,9,1,3
5164,63,330.43395064344537,1089,20817.33889053706,2010,2,8,2,3
3346,53,136.1487432541396,1002,7215.883392469398,2012,9,8,0,3
6039,91,122.61560414510868,1032,11158.019977204887,2010,12,25,3,3
5897,81,129.0247722817032,1041,10451.00655481796,2010,8,8,1,3
9252,66,458.1214492977157,1012,30236.01565364924,2012,7,20,0,3
6041,31,250.49010785961607,1028,7765.193343648099,2011,2,7,5,3
4901,61,335.0659785069913,1008,20439.02468892647,2012,2,14,1,3
2337,64,141.19296507405065,1031,9036.34976473924,2012,8,22,2,3
2184,98,261.95427313737395,1021,25671.518767462647,2012,9,17,6,3
5426,34,175.6999689673837,1085,5973.798944891047,2010,9,12,5,3
2551,55,161.24838115780398,1057,8868.660963679218,2011,8,5,0,3
2629,59,124.23745513713592,1056,7330.009853091019,2010,1,2,5,3
2526,3,205.09444234820688,1097,615.2833270446206,2012,5,25,5,3
2361,17,330.35502520438143,1009,5616.035428474484,2012,7,15,5,3
5370,78,111.7998442574874,1024,8720.387852084017,2010,10,11,3,3
6283,78,482.7565494517977,1061,37655.01085724022,2010,6,15,3,3
8610,46,63.18122655536967,1062,2906.3364215470046,2011,11,13,0,3
2993,38,240.62339665299672,1075,9143.689072813875,2012,12,19,2,3
1869,35,43.42907996131935,1002,1520.0177986461774,2010,1,12,6,3
2014,1,12.30999521343598,1082,12.30999521343598,2010,10,15,0,3
1602,29,461.41598252948336,1096,13381.063493355015,2010,6,12,2,3
1690,4,405.3820121813664,1046,1621.5280487254656,2010,4,23,1,3
9685,61,347.3835311896536,1054,21190.39540256887,2012,3,18,6,3
1489,97,432.7302157618224,1025,41974.83092889677,2011,4,23,2,3
7864,17,401.62136306189456,1012,6827.563172052208,2010,8,4,0,3
8240,28,323.9716227722097,1006,9071.205437621871,2010,11,11,0,3
8786,50,423.8238205584162,1033,21191.191027920813,2011,6,22,1,3
9024,90,196.0094761765925,1021,17640.852855893325,2012,9,15,5,3
1294,8,276.823164784328,1083,2214.585318274624,2010,5,25,6,3
6488,34,388.3790158363442,1022,13204.886538435703,2011,11,24,0,3
5027,59,43.31421010692697,1047,2555.5383963086915,2011,9,25,4,3
3912,18,429.46408811407946,1013,7730.35358605343,2012,4,5,5,3
5744,95,79.25839739260591,1093,7529.547752297562,2011,12,5,6,3
2873,59,432.406085195872,1086,25511.95902655645,2012,4,20,6,3
4258,27,156.35510294483058,1051,4221.587779510425,2011,6,25,0,3
3817,16,164.06464013864002,1082,2625.0342422182403,2010,10,10,4,3
9636,10,37.90039624498093,1038,379.0039624498093,2012,11,24,0,3
4641,76,443.063912323979,1040,33672.85733662241,2011,7,22,0,3
5458,22,88.08069079304391,1035,1937.775197446966,2010,2,10,1,3
6307,16,315.39490111647063,1005,5046.31841786353,2011,4,22,5,3
9933,12,322.3398320275076,1022,3868.077984330092,2010,8,6,4,3
3041,75,141.29460020390832,1009,10597.095015293124,2012,9,6,6,3
1679,84,492.8448177709454,1098,41398.964692759415,2010,5,23,1,3
6738,51,33.018942837431375,1084,1683.966084709,2011,6,6,4,3
6668,1,304.32813348476765,1095,304.32813348476765,2010,10,24,4,3
8697,27,240.29241980113736,1059,6487.895334630709,2010,12,7,6,3
9033,67,123.49656946649004,1029,8274.270154254833,2012,7,18,6,3
1062,12,82.61230395015028,1096,991.3476474018032,2010,7,26,3,3
8829,30,368.8050947213342,1069,11064.152841640029,2010,3,4,4,3
8352,9,458.24112236611205,1004,4124.170101295009,2011,2,14,1,3
7915,53,54.66558471540648,1078,2897.275989916543,2011,10,11,1,3
9326,61,97.79612584089674,1056,5965.563676294701,2012,8,7,2,3
4644,54,493.1486039004871,1042,26630.024610626304,2012,9,18,5,3
5970,37,8.496314444699436,1051,314.3636344538792,2012,11,20,5,3
9003,65,254.61773285680871,1088,16550.152635692568,2011,8,2,5,3
4278,42,258.5403121908253,1076,10858.693112014664,2010,8,2,0,3
8296,49,132.31760104774114,1005,6483.562451339316,2012,2,7,3,3
4074,4,331.8514113413867,1001,1327.405645365547,2011,11,11,0,3
9312,64,472.5255123070799,1016,30241.63278765311,2011,4,18,1,3
8552,79,225.656751547332,1087,17826.883372239226,2012,6,20,3,3
2637,51,374.9603331951941,1011,19122.976992954897,2011,8,7,4,3
6103,91,323.3890593764577,1043,29428.40440325765,2010,2,22,6,3
1644,72,236.9979899073157,1053,17063.85527332673,2011,12,20,5,3
3032,60,25.856337601799133,1077,1551.380256107948,2011,8,25,1,3
3761,87,371.13315267368034,1006,32288.58428261019,2010,1,5,6,3
3068,79,182.26247211361,1089,14398.735296975192,2012,11,2,1,3
1241,91,113.02284951280804,1031,10285.079305665531,2011,6,14,1,3
3668,31,474.18605624429705,1028,14699.76774357321,2010,8,7,1,3
1802,72,386.97788200403386,1045,27862.40750429044,2012,8,10,3,3
6059,94,481.1720721567913,1072,45230.17478273838,2010,12,28,6,3
1195,58,128.85224915062943,1077,7473.430450736507,2011,11,18,0,3
3187,82,418.06087046136577,1052,34280.99137783199,2010,7,8,0,3
3330,4,304.2529807267226,1080,1217.0119229068905,2012,7,23,5,3
5841,22,490.7703409623066,1024,10796.947501170744,2012,11,16,4,3
4606,3,473.212155861215,1052,1419.636467583645,2012,10,14,1,3
9468,79,486.5110544264085,1093,38434.37329968628,2010,11,28,6,3
1060,99,475.932041551631,1028,47117.27211361147,2010,12,9,6,3
4927,47,4.822772578329055,1092,226.6703111814656,2012,9,6,5,3
7296,38,370.8016196651941,1081,14090.461547277371,2012,2,7,1,3
3591,33,136.69534604361124,1094,4510.946419439171,2012,1,26,5,3
9758,78,352.8085206807115,1082,27519.0646130955,2011,12,9,0,3
7121,48,490.3249894257005,1080,23535.59949243362,2011,2,7,6,3
2200,65,20.64033595868065,1005,1341.6218373142424,2011,3,9,5,3
3854,26,283.9269283872359,1075,7382.100138068133,2012,9,24,4,3
8024,8,367.7416259002679,1037,2941.933007202143,2011,10,21,5,3
7972,50,127.42603232518864,1002,6371.301616259432,2012,7,7,2,3
1136,80,113.33584659650408,1034,9066.867727720326,2010,5,12,3,3
2029,38,31.112407195538616,1054,1182.2714734304675,2012,5,23,6,3
3594,10,47.86600872686973,1046,478.6600872686973,2012,6,17,6,3
8206,42,328.7182055133324,1032,13806.16463155996,2011,2,20,5,3
1661,37,253.10009889694348,1092,9364.70365918691,2010,1,21,6,3
3472,26,16.00604151349102,1002,416.15707935076654,2010,11,12,5,3
1086,92,484.8612176176301,1068,44607.232020821975,2010,1,22,0,3
7219,12,328.36688887491374,1058,3940.402666498965,2011,3,23,3,3
9143,84,258.21881593898814,1077,21690.380538875004,2011,1,5,0,3
7968,49,137.08939407658522,1099,6717.380309752676,2011,9,18,4,3
3773,14,329.3913435189441,1091,4611.478809265217,2011,10,5,1,3
2700,46,182.71976357847365,1095,8405.109124609788,2011,5,5,2,3
3700,35,351.54458716858227,1017,12304.06055090038,2012,9,7,3,3
7815,29,341.6033882330753,1076,9906.498258759184,2010,5,3,2,3
2647,12,47.27915376694054,1065,567.3498452032865,2011,1,1,1,3
7038,82,454.7210934471848,1024,37287.12966266916,2010,11,28,0,3
6164,44,244.00015154923892,1019,10736.006668166514,2011,12,6,4,3
6520,66,197.0795245443104,1070,13007.248619924489,2012,7,28,1,3
4687,2,477.7756096707605,1074,955.551219341521,2010,7,7,2,3
1596,59,219.66643127449456,1068,12960.31944519518,2011,4,27,6,3
5545,17,360.8892375346292,1028,6135.117038088696,2012,3,26,2,3
9676,10,327.9131021476682,1017,3279.1310214766822,2012,1,8,2,3
9837,18,83.40490894344526,1071,1501.2883609820146,2010,7,14,0,3
5757,22,495.58024409782536,1026,10902.765370152158,2011,5,23,6,3
5384,83,232.33855682315243,1041,19284.10021632165,2012,10,15,5,3
9912,58,197.99650363623692,1065,11483.797210901745,2012,1,7,2,3
5733,53,459.88713288386185,1098,24374.01804284468,2012,1,7,0,3
8081,1,265.0899299519779,1025,265.0899299519779,2010,3,1,6,3
9690,88,352.83340400272687,1022,31049.33955223997,2010,3,9,2,3
8117,61,423.27677758374347,1004,25819.883432608352,2011,2,25,3,3
5729,89,118.51170346653466,1079,10547.541608521584,2011,8,7,5,3
2673,31,85.56382601207022,1010,2652.4786063741767,2010,12,25,6,3
9306,31,35.18489598991198,1018,1090.7317756872712,2010,8,27,6,3
8178,66,448.6695163237866,1079,29612.18807736992,2010,6,20,3,3
3294,19,100.98318027683122,1095,1918.680425259793,2012,5,7,5,3
4630,53,154.56926798813254,1011,8192.171203371025,2010,6,18,1,3
1146,76,143.61765611339658,1001,10914.94186461814,2011,1,14,1,3
4453,74,152.98940577367506,1042,11321.216027251954,2012,2,22,5,3
5507,95,334.3625022875305,1021,31764.4377173154,2010,7,15,4,3
6783,22,477.1026658115286,1025,10496.258647853629,2011,1,18,2,3
8751,23,165.39726454281265,1032,3804.137084484691,2010,8,10,2,3
6628,87,204.4159301746897,1023,17784.185925198006,2011,3,3,0,3
9328,15,385.80234507019696,1068,5787.035176052955,2012,4,27,5,3
4360,26,216.7366341496553,1020,5635.152487891037,2012,7,11,6,3
4005,3,463.09534119509766,1045,1389.286023585293,2011,10,1,1,3
4552,87,252.10580732186304,1017,21933.205237002083,2011,7,23,5,3
1018,20,174.51969302604408,1004,3490.3938605208814,2012,2,28,3,3
3242,40,485.8146693834005,1007,19432.58677533602,2012,5,2,0,3
7318,39,213.46515615602576,1084,8325.141090085006,2011,8,16,3,3
6097,72,116.35626072283326,1056,8377.650772043995,2011,9,3,0,3
9640,18,89.67270657997693,1004,1614.108718439585,2010,5,28,1,3
2948,41,497.5954815883345,1012,20401.414745121718,2010,2,17,2,3
6618,70,376.74085887129576,1082,26371.860120990703,2012,4,3,5,3
5236,27,204.9212389301352,1092,5532.873451113651,2012,11,11,2,3
7901,15,413.3553080832429,1065,6200.329621248643,2010,5,4,1,3
2920,37,273.85625862772804,1036,10132.681569225935,2010,6,7,5,3
5188,58,159.37739724300295,1089,9243.889040094173,2012,12,22,6,3
1238,5,371.94951855924376,1028,1859.747592796219,2012,6,16,3,3
1204,73,373.2014747026928,1068,27243.70765329657,2011,12,17,4,3
6552,7,250.58444536288332,1031,1754.0911175401834,2011,1,11,4,3
5927,41,23.53401183739269,1047,964.8944853331004,2012,6,4,1,3
5390,84,39.43422080026014,1001,3312.474547221852,2010,11,25,6,3
3687,10,394.5859900216344,1068,3945.859900216344,2011,10,3,0,3
5951,62,411.9147116181184,1096,25538.71212032334,2012,1,22,2,3
7160,26,339.466584540014,1050,8826.131198040363,2010,5,27,3,3
6388,68,419.6952191334238,1034,28539.27490107282,2010,11,16,4,3
6126,24,360.0242477084484,1082,8640.581945002761,2012,7,2,2,3
1816,78,448.5703756339491,1014,34988.489299448025,2011,8,5,1,3
1192,41,76.04873803402688,1098,3117.998259395102,2011,11,25,2,3
2776,65,194.48302263510988,1071,12641.396471282142,2012,11,28,5,3
4645,17,232.5912861515188,1064,3954.05186457582,2010,5,18,4,3
7314,24,149.53423358434858,1037,3588.821606024366,2011,2,3,6,3
9442,27,362.9578576265726,1085,9799.86215591746,2012,3,28,3,3
2788,7,456.30696753188096,1016,3194.1487727231665,2011,12,2,0,3
8374,73,206.82861743536887,1079,15098.489072781927,2012,7,2,0,3
4700,99,470.8294403343853,1044,46612.11459310415,2011,10,22,5,3
4893,12,258.8676846648843,1000,3106.412215978611,2011,4,22,6,3
7811,85,261.7352977812095,1002,22247.500311402808,2011,1,21,5,3
3679,3,300.5095507982005,1069,901.5286523946016,2012,3,2,2,3
4904,79,134.89720149454337,1051,10656.878918068924,2012,10,16,0,3
8260,85,192.29689904838347,1052,16345.236419112594,2010,2,1,4,3
1504,10,277.0654889898618,1002,2770.6548898986184,2011,9,19,6,3
7773,33,471.0494599010576,1093,15544.632176734902,2011,1,19,3,3
4816,46,321.703596649154,1046,14798.365445861084,2012,9,9,0,3
1717,59,167.22516238646605,1074,9866.284580801495,2011,10,20,0,3
5434,52,6.223818084934816,1090,323.63854041661045,2012,5,9,1,3
1658,6,490.8511593150229,1085,2945.1069558901377,2010,12,11,0,3
6057,2,246.9992943513793,1005,493.9985887027586,2011,6,1,0,3
5008,29,469.3090840070548,1045,13609.963436204587,2012,6,19,4,3
5994,40,275.12327168369137,1094,11004.930867347655,2012,12,17,6,3
5234,97,303.12696525092207,1060,29403.31562933944,2011,6,6,0,3
4764,61,356.2442156960821,1042,21730.897157461008,2010,9,1,1,3
5637,68,161.16689109853837,1055,10959.348594700608,2012,9,18,1,3
3104,68,349.7929963768422,1069,23785.92375362527,2011,11,9,5,3
7801,29,263.86916301584046,1019,7652.205727459373,2010,10,27,1,3
9575,62,336.56749484167085,1046,20867.184680183596,2012,7,1,0,3
3607,60,418.0807971940102,1053,25084.84783164061,2010,3,4,5,3
9385,84,92.93033600572,1040,7806.148224480479,2012,7,22,2,3
4719,41,307.1619042575441,1074,12593.638074559309,2011,5,18,2,3
3581,87,27.003552976308452,1065,2349.309108938836,2011,9,17,4,3
3565,82,51.9554293855694,1030,4260.34520961669,2011,8,20,6,3
3763,89,337.6225236320579,1063,30048.40460325315,2010,10,19,2,3
7328,65,36.39788825235141,1089,2365.8627364028416,2010,12,23,4,3
6991,64,298.08353212717293,1090,19077.346056139068,2011,6,23,4,3
4406,79,110.78628672704134,1057,8752.116651436267,2012,5,28,5,3
9923,63,152.73832942736226,1054,9622.514753923822,2010,10,14,1,3
5780,98,65.68861457156576,1045,6437.484228013445,2010,2,26,3,3
5177,48,125.0850756002468,1094,6004.083628811847,2012,11,27,4,3
7476,20,410.8246006248447,1023,8216.492012496894,2012,12,7,6,3
3604,37,319.8003243976572,1076,11832.612002713317,2011,3,9,0,3
9181,64,474.9301375617145,1088,30395.528803949728,2010,11,25,1,3
3382,91,25.323682821523885,1036,2304.4551367586737,2012,11,20,0,3
1531,86,396.41358659485024,1040,34091.56844715712,2012,3,9,0,3
7079,5,349.8395144564329,1024,1749.1975722821644,2011,4,15,2,3
1634,34,131.18526029357048,1028,4460.298849981396,2011,3,11,0,3
1002,39,364.8541847024816,1030,14229.313203396783,2010,7,7,5,3
9397,67,358.5577264073955,1001,24023.367669295498,2012,6,6,4,3
6951,81,230.2132563263132,1011,18647.273762431367,2011,8,27,6,3
6626,62,344.6311698080008,1004,21367.13252809605,2010,2,9,0,3
8739,88,222.8458706045176,1060,19610.436613197544,2011,2,4,6,3
7003,24,168.4372524328782,1090,4042.494058389077,2010,1,17,0,3
3890,3,233.7789892081212,1055,701.3369676243635,2012,5,6,2,3
7239,71,447.6696112649028,1097,31784.5423998081,2011,7,17,0,3
9026,89,192.90731263724885,1077,17168.75082471515,2010,9,26,4,3
4306,67,202.44040055087527,1070,13563.506836908642,2010,5,25,4,3
1897,79,304.59321058340305,1036,24062.86363608884,2012,11,14,0,3
1670,93,376.74673824137705,1035,35037.44665644807,2011,11,5,4,3
8291,50,367.5758092952671,1073,18378.790464763355,2010,1,18,5,3
2505,29,10.879566328960466,1028,315.5074235398535,2010,3,28,5,3
7460,74,344.0202511764077,1079,25457.49858705417,2010,8,8,4,3
6167,32,225.8264700013645,1037,7226.447040043664,2010,3,10,2,3
6255,87,262.5208938096743,1084,22839.317761441664,2011,7,11,6,3
1249,39,281.27000513454664,1040,10969.530200247318,2011,10,22,1,3
7457,9,366.1280889370244,1032,3295.15280043322,2010,3,3,5,3
2892,14,415.8351588205482,1092,5821.692223487675,2011,2,27,1,3
4439,68,323.4842113714858,1080,21996.926373261034,2011,12,2,3,3
3854,64,282.3897031821946,1012,18072.941003660453,2012,10,26,6,3
4792,20,187.51085815153823,1005,3750.217163030765,2012,6,27,1,3
6330,28,69.80123139674183,1065,1954.434479108771,2010,2,14,5,3
8871,14,479.3302631407872,1007,6710.62368397102,2012,10,4,5,3
9235,44,231.45930387032848,1063,10184.209370294451,2011,5,17,0,3
4612,98,283.5399100041992,1095,27786.911180411524,2010,5,17,4,3
3618,77,375.78549657877215,1099,28935.48323656545,2012,5,21,1,3
5678,95,35.136832004934746,1008,3337.999040468801,2010,6,26,2,3
